,title,description,title_label,description_label
226,청양군  문화 활성화 위한 소통 공감 워크숍 개최,계획이며   코로나  이후 군민들의 다양한 문화생활 영위를 위해 창의적이고 새로운 공연이 이어지도록 열린 행정을 펼칠 방침이다  김돈곤 군수는  코로나  때문에 군민들의 삶  경제  사회 등 많은 분야에 변화가 심하다  ,0,1
227,제주도교육청  방과후학교 강사 비상금대출 저금리 지원,제주도교육청 관계자는  코로나  장기화로 어려움을 겪고 있는 방과후학교 강사들에게 조금이나마 도움이 될 수 있도록  월 내 지급할 것을 목표로 하고 있다 고 밝혔다   헤드라인제주 ,0,1
228,당진시  안전도시 분과위원회 개최,시 관계자는  포스트  코로나  시대에는 시민의 안전이 더욱 중요한 이슈가 될 것 이라며  유관기관과 민간단체  그리고 시민의 적극적인 참여를 이끌어 안전도시 당진을 함께 만들어가겠다 고 말했다  당진 박승군 기자,0,1
229,하늘길 막힌   제주로 몰려 제주신라 고객  ,국내여행보다 해외여행을 선호하던 젊은 세대가  코로나  여파로 제주도로 발길을 돌리는 것으로 보인다  요즘  세대는 최신 트렌드를 추구하면서도 차별화되는 이색적인 경험을 선호하는 특징이 있어  세대 밀레니얼  ,1,1
230,건설사들이 늘고 있다 생활 건설 독려 영향 ,정부가  코로나 를 극복하기 위한  차 추경안을 공개한 가운데 노후 공공건축물 리모델링 사업이 포함되면서다  어린이집과 보건소  의료기관  공공임대주택 등에 고효율 단열재 환기시스템 등을 보강하는 이  ,0,1
231, 동정 김창호 영동부군수,김창호 충북 영동부군수 아시아뉴스통신   김창호 충북 영동부군수는 일 영동읍 일원에서 펼쳐지는 코로나  대응 생활방역활동에 참여한다   아시아뉴스통신 김성식 기자 ,0,0
232,엔젤스파이팅   월  일 파주서     개최, 코로나 를 넘어 다시 기지개를 켠 엔젤스파이팅챔피언십 박호준 대표 가 한국의 맥그리거와  실제로 지난 월 대회를 개최하려고 했으나 세계적인 팬데믹으로 이어진  코로나 바이러스 사태로 무기한  ,1,1
233,세종시   일 제 회 현충일 추념식 행사 축소 진행,올해 현충일 추념식은  코로나  확산에 대한 우려와 생활 속 거리두기 지침에 따라 당초 계획 인원인  이춘희 시장은  코로나 로 인해 행사 규모가 축소되지만 순국선열과 호국영령을 기리는 마음만큼은 여전히 클 것  ,0,1
234,의성교육지원청  농산어촌 지역 순회 방과후학교 전문강사 연수회,이번 연수에서는 농산어촌 지역 순회 방과 후 학교 전문 강사의 청렴 서약  안전 교육   코로나  예방 강조 사항  아동학대 예방교육  전문 강사의 기초소양 등을 교육했다 교육지원청은 등교수업이 실시됨에 따라 우수  ,0,0
235,보성군 보성군공무원노동조합   년 단체교섭 상견례  개최,노조 측 교섭 대표인 안시영 위원장은  코로나  상황에서도 노조와 긴밀히 소통하며 흔들림 없이 보성군을  한편  이날 단체교섭은 철저한 방역수칙을 준수한 가운데 개최됐으며   코로나  상황임을 감안해 교섭일정을  ,0,0
236,토트넘   코로나  확진자는 선수 군 핵심 자원은 아니다 ,손흥민이 활약 중인 토트넘 홋스퍼의  코로나 바이러스감염증 코로나  확진자는 선수인 것으로 밝혀졌다  해당 선수는  군 핵심 자원은 아닌 것으로 알려졌다  토트넘은  일 한국시간  구단 공식 웹사이트를 통해  ,0,0
237, 창의성과 다양성 으로 다가오는 국내 인디게임 행사,있거나  코로나 로 인해 홍보에 난항을 겪고 있는 인디게임들을 도와주고 있다  인디게임은 보편적으로  올해도 어김없이  월에 오프라인으로 개최될 예정이었으나   코로나 사태로 인해 현장 행사를 취소하고  온라인  ,1,0
238,충남농협 육군 사단  마늘농가 일손돕기 나서,수확 시기를 맞은 마늘 농가는  코로나 의 영향으로 외국인 근로자의 입국이 지연되면서 인력수급에  일손돕기 참여자들은 마스크 착용과   건강거리 유지등  코로나  예방수칙을 준수하며 농가를 지원했다  길정섭  ,0,1
239,서울시   포스트  코로나  이끌  개 유망 혁신기업 전 세계에 세일즈, 코로나  시대를 이끌 서울의 유망기업들과 글로벌 투자자들을 연결하는 투자유치의 장  혁신기업    을 개최한다  부제는  년대 눈에 띄는  개 기업들         이다   코로나  ,1,0
240,조명래 환경부 장관  국가 미래 위한 녹색전환 서둘러야 ,정부는  코로나 에 대응한 한국형 뉴딜의 일환으로 그린뉴딜을 추진하고 있다  조 장관은  기후위기 시대의 녹색전환은 경제의 탈탄소화를 기반으로 생태계의 순환과 자정력이 복원된 생태사회로의 변화를 이끌어  ,1,1
241,창녕군  초 중 고생들에게 생수 배급,경남 창녕군은  일부터  코로나  집단감염 예방을 위해 초 중 고  개교 전 학생  명에게  인당  병  군은  코로나  예방을 위해 지난  월  만 매의 마스크를 각급 학교에 배부했으며 이번에는 총  만 병의  ,0,0
242,  현대중공업 대우조선 결합심사 재개, 일 조선업계에 따르면 유럽연합  집행위원회는 지난  일  코로나  확산 여파로 인해 일시 유예했던  그러나  코로나  확산으로 심사 관련 자료 수집 등에 애로가 발생하자 지난  월  일부터 심사를 유예했다  당초   ,1,0
243, 세줄포토  정말 당분간만 휴관인가요 , 일 오전 서울식물원 입구에  코로나 로 인한 휴관 안내문이 설치되어 있다  김재호 기자  베이비뉴스개방되어 있는 서울식물원의 야외공간을 이용하기 위해 찾은 관람객들  김재호 기자  베이비뉴스 서울식물원이  코로나  ,0,0
244,오산시  현충일 추념식 취소 자율분향소 운영,오산시청 전경 사진 오산시  오산시는  코로나  확산 방지를 위해 오는  일 예정된  제 회 현충일 추념식 을 취소하고 시민 누구나 자유롭게 참배할 수 있는  자율분향소 를 운영하기로 했다  자율분향소는  코로나 가  ,0,1
245, 브로드밴드   블러썸 청소년영상제  출범식 개최,출범식은  코로나  확산에 대응하기 위해  브로드밴드 화상회의 서비스  스마트 컨퍼런스 를 통해 진행되었으며  행사에는 영상제를 공동 주최하는 최진환  브로드밴드 사장  김명중   사장과 장용석 연세대학교  ,0,0
246, 코로나  대구 상원중학교  학년 확진 교내 접촉자  ,대구의 한 중학교 학생이 신종  코로나 바이러스 감염증 코로나  확진자로 나타난 가운데  그 간 등교한 적은 없어 해당 학교 내 접촉자는 없는 것으로 파악됐다   일 대구시에 따르면  달서구 상인동 소재  상원중학교 에  ,1,0
247,경북 영천에서  대 여성 해외 입국자  코로나  확진  보건당국 긴장,경북 영천에서  대 여성 해외 입국자가  코로나  확진 판정을 받아 영천시 보건당국이 바짝 긴장하고 있다  영천지역은 지난  월 일부터  코로나  확진자가 나오지 않고 있다  영천시에 따르면 지난  일 오전  시쯤  ,1,0
248,데이터 개방으로  디지털 뉴딜  선도하는 마사회 공공데이터 제공 운영실태  ,한국마사회 김낙순 회장은  공공데이터 제공 우수 기관 선정은  코로나 를 극복하기 위한 정부의 디지털 뉴딜 정책에 한국마사회가 최선봉에 서있다는 것을 의미한다  데이터 문호 개방으로 민간 분야와의 협업을 통한  ,1,1
249, 로봇  서초구청 출입자 발열체크, 일 오후 서울 서초구청 입구에서 인공지능 로봇이 신종  코로나 바이러스 감염증 코로나 예방을 위해 청사 출입자들의 체온을 측정하고 있다  높이가 약   정도인  로봇은 적외선 카메라와 안면인식 기능을  ,0,0
250,작년  하이닉스 사회적 가치 창출 급감  반도체 저조해 납세 줄어,또  코로나 와 같은 사태에 대비해 국민들의 안전과 생존을 지원하는 사회적 안전망도 개발한다  김윤욱  하이닉스 지속경영 담당은  년과 대비해 사회적 성과가 큰 폭으로 감소했다 며  특히 부정적 영향이  ,1,1
251,국토교통과학기술진흥원  헌혈 캠페인 동참,국토교통과학기술진흥원 원장 손봉수 은지난 일부터 닷새간에 걸쳐  코로나  관련 헌혈 캠페인을 진행한다고  일 밝혔다  이번 캠페인은  코로나  사태 장기화로 인한 혈액수급 위기 극복에 힘을 보태기 위해  ,0,0
252,양구소방서  개청  주년 맞아 새로운 각오 다져,이번 기념식은  코로나 로 인해 소방서 자체 직원만 참여한 채 지난  년간 활동 영상을 시청하는 등 간소하게 진행됐다  소방서는 지난해  월  일 개청한 이후 취약계층 주택용 소방시설 보급 주요시설 소방훈련 대민 지원  ,1,0
253,창녕군   창녕형  비대면 선별진료소 운영, 사진제공 창녕군청 아시아뉴스통신 손임규 기자 경남 창녕군은 지난  월  일 도내 최초로  코로나  있다 코로나  장기화와 감염병 대유행 대비  드라이브 스루형   워킹스루형 등 통합형 선별진료소 운영 중에 있고  ,0,1
254,강진군  농특산물 직거래 매출 전년 대비   상승   억 원 달성, 코로나 발 위기를 기회로 전환시킨 화훼 온라인 직거래 판매 또한 큰 주목을 받았다  군은 행사 취소 등  코로나  여파로 어려움을 겪는 화훼농가를 위한 지원대책으로 기존의 공매방식에서 벗어나 전국 최초로 온라인  ,0,1
255, 로봇이 똑똑하게 체온 측정해요 , 일 오후 서울 서초구청 입구에서 인공지능 로봇이 신종  코로나 바이러스 감염증 코로나 예방을 위해 청사 출입자들의 체온을 측정하고 있다  높이가 약   정도인  로봇은 적외선 카메라와 안면인식 기능을  ,1,0
256,한국판 뉴딜  이름이 중요한 게 아니다  김상철의 경제 톺아보기 , 코로나 로 인한 비대면과 디지털 경제의 확산이라는 구조적 변화에 선제적으로 대응해 경제구조 고도화와  포스트  코로나  시대의 혁신성장을 준비하기 위한 일련의 계획에 한국판 뉴딜이라는 이름을 붙인 것일 뿐이다  ,0,0
257, 코로나  예방 위해 서초구청에 배치된 인공지능 로봇,적외선 카메라와 안면인식 기술이 탑재된 인공지능  로봇이  일 서울 서초구청 출입문에 배치돼 구청 출입자들의 체온 측정과 마스크 착용 유무 및 올바른 마스크 착용 여부를 체크하고 있다      ,0,0
258,동료들도 특급대우 구창모  형들이 대투수라고 놀려요 , 코로나  때문에 힘드실 텐데 팬분들이 어디서든 최선 다해 응원해주셔서 잘하고 있다  언젠가 야구장에서 같이 야구 즐겼으면 좋을 것 같다  한국시리즈도 기대하고 있다  창원,0,1
259,폴킴  코로나 로 지친 의료진 위해 ,가수 폴 킴이  일 오후 서울 중랑구 서울의료원에서 열린  서울의료원 잠시멈춤 콘서트 에서 신종  코로나 바이러스 감염증 코로나  환자 진료를 위해 수고해 온 의료진들을 위해 공연을 펼치고 있다   뉴스 ,0,1
260,강원  감자 산나물 아스파라거스 이어  일부터 토마토 판매 나선다,농민들의  코로나  극복을 위해 강원도가 토마토 판매에 팔을 걷어 붙인다  올들어 감자  산나물  자랑하는 강원 토마토를 널리 알리고  코로나 로 고통 받는 농가의 소득에도 보탬이 되도록 하겠다 고 말했다  춘천,0,0
261,수출쇼크에 경상 재정  쌍둥이 적자  경제 버팀목  휘청 ,신종  코로나  바이러스 감염증 코로나 으로 미국  유럽 주요국 등에서 강도높은 봉쇄조치가 이어지자  월 수출부터 그 여파가 나타나기 시작했다  수출과 수입의 차이인 상품수지가  억 만달러에 그치면서  년  ,0,0
262,경기도 지자체  택배기사 등 취약노동자에  인당  만원  소득손실 보상금 ,경기도에서  코로나  진단검사로 일을 하지 못하게 되는 택배기사와 영세사업자 등 취약노동자들중  이는 쿠팡 물류센터 집합제한 금지 등 수도권을 중심으로  코로나  집단감염 재확산에 따른 방역 조치 과정에서  ,0,0
263, 코로나  예방 위해 서초구청에 배치된 인공지능 로봇,적외선 카메라와 안면인식 기술이 탑재된 인공지능  로봇이  일 서울 서초구청 출입문에 배치돼 구청 출입자들의 체온 측정과 마스크 착용 유무 및 올바른 마스크 착용 여부를 체크하고 있다      ,0,0
264,의료진 사연읽는 폴킴,가수 폴 킴이  일 오후 서울 중랑구 서울의료원에서 열린  서울의료원 잠시멈춤 콘서트 에서 신종  코로나 바이러스 감염증 코로나  환자 진료를 위해 수고해 온 의료진들을 위해 공연을 펼친 후 의료진의 사연을  ,1,1
265,구명조끼 빵 봉지 등 태안서 또 미확인 보트 발견,마을 주민은  아침 눈만 뜨면 어디선가 보트나 선박이 들어왔다는 소식에 불안하다 라며  코로나 로 힘든 시기에 이런 일까지 자주 발생해 마을 분위기가 어수선하다 고 말했다   톱스타뉴스 ,1,0
266, 코로나  질본의  청  승격과 연구소의 복지부 이관,정부는 이번 조직 개편은 신종  코로나 바이러스 감염증 코로나  사태를 계기로 감염병 사태에 더욱 신속하고 전문적으로 대응하고 보건의료 전반에 대한 연구를 강화하기 위한 것이라고 설명했다  이번 정부조직법  ,0,0
267, 반도 행복의 나라로  칸 영화제 초청작 선정, 코로나  여파로 개최가 사실상 무산된 칸 영화제가 올해 초청작을 선정해 발표했습니다  한국 영화는 연상호   코로나 로 개최가 무산된 가운데서도  편의 초청작을 선정했는데  한국 영화는 연상호 감독의  반도 와  ,1,0
268,한국전력기술  김천시 에너지 혁신성장 지원사업 적극 지원,이날 행사에 참석한 김충섭 김천시장은  한국전력기술의 에너지 역량이 관내 중소기업의 에너지 효율화 향상에 큰 도움이 될 것 이라며   코로나 로 어려운 시기임에도 지역 사회를 위한 노력을 아끼지 않는 모습에  ,0,1
269,서울 아파트값 하락세 멈췄다 코로나  공포 이겼나,서울 서초구 아파트 단지  사진 연합뉴스   주 연속 하락하던 서울 아파트값이 보합으로 전환하며 하락세가 멈췄다  강남과 강북의 주요 단지도 하락폭을 축소하며 전반적으로 보합세가 완연한 모습이다  ,0,0
270,위안화 강세 대비 경기회복주 선점  중국주식 투자 어떨까, 월 국내 투자자들로부터 가장 많은 선택을 받은 중국 주식  위는 항서제약으로  코로나 의 수혜를   코로나  수혜 항서제약 야오밍캉더 지난 한 달 간 국내 투자자들로부터 사랑 받은 중국 주식 상위 종목  ,0,0
271,  국내  코로나  극복 지원 동참, 코리아 대표 김대환 가 국내  코로나  극복을 위해 자사 기술과 자원을 투입하고 있다   코리아와   이번   코리아의 성금은  코로나  방역을 위해 노력하는 의료진 및 자원봉사자를 지원하는 것은 물론  도움의  ,1,1
272,손흥민  모든 경기 이긴다고 약속할 순 없지만  노력할 것 ,그런데 안타깝게도 토트넘은 프리미어리그 사무국에서 실시한  코로나   차 진단 검사에서  명의 확진자가 발생했다  이에 대해 토트넘은   사무국으로부터  코로나  검사 결과  명의 무증상 확진자가 나왔다는 연락을  ,1,1
273,입시설명회도  드라이브 스루 ,종로학원은 그동안 신종  코로나 바이러스 감염증 코로나  확산 때문에 미뤄온 설명회를 자동차에서 듣는 방식 드라이브 스루 으로 진행하기로 했다  주차장에는  대가량의 차가 들어올 수 있다  참석자는 차 안에서  ,1,0
274,안면온도 측정하는  로봇, 일 오후 서울 서초구청 입구에서 인공지능 로봇이 신종  코로나 바이러스 감염증 코로나 예방을 위해 청사 출입자들의 체온을 측정하고 있다  높이가 약   정도인  로봇은 적외선 카메라와 안면인식 기능을  ,0,0
275,동국제약  야외활동 증가  진드기 기피제  디펜스벅스더블  쓰세요 ,최근  코로나 로 등산 캠핑 등 비대면 야외활동을 즐기는 사람이 증가함에 따라 진드기 매개 감염병에 대한 주의가 요구된다  환경부와 국립공원공단에 따르면 지난  월  일부터  월  일까지 북한산과 계룡산 등의  ,0,0
276, 포토     코로나  극복 헌혈,   코로나  극복 헌혈인천항만공사 는  코로나  장기화로 인한 혈액수급 위기 극복에 동참하고자 임직원  여 명이 참여한 가운데  사랑의 헌혈나눔  단체헌혈을 실시했다   는  년부터 분기별로  ,1,0
277, 기고  군사 전쟁과  코로나  전쟁의  메타포 ,대사   코로나 가 작년 말 중국 우한에서 발생한 후 세계보건기구  는  월 초 세계적인 유행병을 의미하는 팬데믹으로 분류했다 테드로스 세계보건기구   사무총장은 한 걸음 더 나아가  세계는 지금  코로나 와 전쟁  ,1,1
278,  올  분기에 세계 최초    글라스  선보인다,  엔리얼과 함께  글래스 온라인 앱  개발 세미나 개최  유플러스는  코로나 로 인한 언택트 시대에 맞춰 엔리얼과 함께  글래스 온라인 앱  개발 세미나를 개최한다   일 오전  시  분부터 한 시간 동안  ,1,1
279, 홈쇼핑   소셜 임팩트 프로젝트  창업 특강 온라인 진행,특히 올해는 신종  코로나 바이러스 감염증으로 인한  생활속 거리두기 를 준수하고자  사회혁신 창업에 성공한 대표들의 이야기를 듣고 소통하는 특히  창업특강  프로그램을 온라인으로 전환해 진행하고 있다  특히  ,0,1
280,서삼석 의원  농어업인 금융지원 추경 증액해야 ,서삼석 의원  농어업인 금융지원 추경 증액해야  보증업무 중단 위기 농신보  천억원 추가 지원 절실 신종 코로나  바이러스 감염증 코로나  대응을 위한 정부의  차 추가경정예산안에 농수축산인들을 위한 금융지원  ,0,1
281, 현대산업개발   스마트시티 플랫폼 사업  추진 위한 업무 협약 체결,특히  코로나 를 계기로 마련된 정부 주도의  한국판 뉴딜 프로젝트 가 가시화됨에 따라  양사가 추진하는  포스트  코로나  시대 도시 주거 환경의 디지털트랜스포메이션   을 선도해 나갈 것 이라고  ,0,1
282,  약발 끝 서울 아파트값  주만에 하락 멈췄다,박원갑  국민은행 부동산 수석전문위원은  코로나  사태가 어느정도 진정되고 경제활동 재개에 대한 기대감이 커지면서 부동산 시장도 영향을 받았다 며  양도세 절세 매물이 소진돼 하락세가 진정됐지만  ,0,0
283,이재명  코로나  검사로 영업손실 취약노동자에게  만원 지급 ,경기도와 시군이  코로나  검사를 받은 택배기사 등에 손실보상금  만원을 지역화폐로 지급한다  또  담은  코로나  사태 장기화에 따른 취약노동자 및 행정명령대상 영세사업자 지원방안 을 발표했다  최근  ,1,0
284,익명의 기부자 의왕시 내손 동 주민센터에 긴급재난지원금으로 백미 기부,이상원 내손 동장은  코로나 로 모두 힘들고 어려울 때에 긴급 재난지원금으로 소중한 후원물품을 기부하여 지역경제와 취약계층에게도 도움이 되는 일석이조의 효과가 있다고 생각한다 며   기부를 해주신 익명의  ,0,1
285, 현장에서  마스크로  호국불교  실천,지난  월 일이 부처님오신날 국가공휴일이었지만  신종  코로나 바이러스 감염증 코로나  확산으로 윤  월 일인  월 일로 한 달 연기해 개최한 것이다  한 해에 두 번 부처님오신날 봉축행사를 봉행한 것은 전대미문의  ,0,1
286,와이즈넛  인천공항공사에 챗봇 서비스 구축,포스트  코로나  시대를 극복해나갈 수 있는 비대면 스마트 공항 서비스 제공을 위해 적극 노력해 나갈 것 이라고 말했다  강용성 와이즈넛 대표는  국내 최다   챗봇 상용 노하우와 상용화 서비스를 운영하고 있는  ,0,1
287,플로이드  사후검사서  코로나  양성  부검 소견은 ,미국 내 인종차별 반대 시위를 촉발한 조지 플로이드가 사후 검사에서 신종  코로나 바이러스 감염증 코로나  양성 판정을 받았다  플로이드의 유족 측은  일 현지시간  이같은 내용이 들어간 미네소타주 헤너핀카운티  ,0,0
288,한컴 상사  글로벌 시장 공략 맞손,이날 양사는  차산업혁명 및 포스트 코로나  시대에 필요한 언택트솔루션과 사물인터넷  인공지능 등  김상철 한컴그룹 회장은  코로나 를 겪으면서 정부부처  지자체  기업  학생 등 다양한 레퍼런스와 사용자들을  ,0,1
289,샤오미 오포   분기 유럽 시장서  폭풍성장  전년   배  ,출처 카운터포인트 신종  코로나 바이러스 감염증 코로나  여파로  분기 유럽 스마트폰 시장이 약세를 보인 가운데  샤오미  오포 등 중국 스마트폰 업체의 점유율은 급증한 것으로 나타났다   일 현지시간  ,1,0
290, 하이닉스  지난해 경제 분야에  조  억원 간접 기여, 코로나 와 같은 국가적 전염병 이슈나 자연재해에 대비하여 국민들의 안전과 생존을 지원하는 사회적 안전망도 지속 개발해 나간다는 계획이다  한편  하이닉스는 지난해 지역사회  고객  협력사  주주를 대상으로  ,0,1
291,자활기업  반희담  광주시에 여름용 면 마스크  장 기부, 사진 광주시  이번 여름용 면 마스크 기부는 최근 수도권을 중심으로  코로나 가 다시 확산되고 있어 이를  이에 대해 신동헌 시장은  최근  코로나 집단감염 사례와 생활 속 거리두기로 전환되면서 개인위생의  ,1,1
292,서울 아파트값 하락세 멈췄다 주 만에 보합 전환,강남 지역에서 양도소득세와 보유세 절세 매물이 대부분 소진되면서 급매물이 들어갔고  신종  코로나 바이러스 감염증 코로나  사태로 얼어붙었던 경기가 다소 회복되며 금리 인하 영향까지 더해진 탓이다  ,0,0
293,국제청소년영상예술진흥원  국제 청소년 영화제  개막작 청소년 감독 공모,배우  차 오디션은 신종  코로나 바이러스 감염증 코로나 으로 인해 오디션 플랫폼  스타하마  애플리케이션으로 진행된다  김경우 국제청소년영상예술진흥원 이사장은  대한민국 청소년 감독이 꿈을 실현할 기회를  ,0,0
294,유은혜  등교  한 번은 반드시 겪어야 뒤쳐져 있을 수 없어 ,유은혜 사회부총리 겸 교육부 장관이  차 등교 이틀째를 맞아  신종  코로나 바이러스  감염증 상황 속에서 한  신종  코로나 바이러스 감염증 코로나  유행 속 교육부의 순차등교 방침에 따라 고등학교는 지난달  일  ,1,0
295, 카드로 스쿨뱅킹 자동납부 시  최대  만 원 캐시백,장길동  카드 마케팅본부장은  신종  코로나 바이러스로 인해 많은 어려움을 겪고 있는 고객에게 조금이나마 힘이 될 수 있도록 이벤트를 준비했다 며  앞으로도 고객 생활 전반에서 다양한 혜택을 제공할 수 있도록  ,0,1
296,이정영 전 금왕읍지역발전협의회장   코로나  극복 성금 전달, 중부매일 서인석 기자  이정영 전  금왕읍 지역발전협의회장이  일 금왕읍 행정복지센터를 방문   코로나  극복을 위해 써달라 며 상품권  만원을 기탁했다  이 전  금왕읍지역발전협의회장은  코로나  ,1,0
297,서울시   포스트  코로나  이끌  개 유망기업 전 세계에 세일즈,포스트  코로나 시대를 이끌 서울의 유망기업들과 글로벌 투자자들을 연결하는 투자유치의 장  혁신기업    을 개최한다  부제는  년대 눈에 띄는  개 기업들         이다   코로나  ,1,0
298,의료폐기물 처리도  방역  의료폐기물 대응 전세계 공유,우리나라의 신종  코로나 바이러스 감염증 코로나  관련 의료폐기물 관리와 대응 경험을 전 세계에 공유한다  환경부 산하 한국환경공단은 오는  일 오후  시 분부터 인천 서구 공단 본사 국제화상회의실에서  ,0,0
299,장덕초   코로나  대비 점심시간 칸막이  교실 도시락  운영,맞아  코로나  극복을 위해 최선을 다하고 있다 일 광주서부교육지원청에 따르면 장덕초등학교는 학생 수  여 명에 이르는 거대학교이다  장덕초에서는  코로나 로부터 학생들을 안전하게 지키기 위해 입실 전 발열  ,0,1
300,서울시   포스트  코로나  이끌  개 유망기업 전 세계에 세일즈,포스트  코로나 시대를 이끌 서울의 유망기업들과 글로벌 투자자들을 연결하는 투자유치의 장  혁신기업    을 개최한다  부제는  년대 눈에 띄는  개 기업들         이다   코로나  ,1,0
301,동국제약  야외활동 증가  진드기 기피제  디펜스벅스더블  쓰세요 ,최근  코로나 로 등산 캠핑 등 비대면 야외활동을 즐기는 사람이 증가함에 따라 진드기 매개 감염병에 대한 주의가 요구된다  환경부와 국립공원공단에 따르면 지난  월  일부터  월  일까지 북한산과 계룡산 등의  ,0,0
302,서울 아파트값 하락세 멈췄다 주 만에 보합 전환,강남 지역에서 양도소득세와 보유세 절세 매물이 대부분 소진되면서 급매물이 들어갔고  신종  코로나 바이러스 감염증 코로나  사태로 얼어붙었던 경기가 다소 회복되며 금리 인하 영향까지 더해진 탓이다  ,0,0
303, 홈쇼핑   소셜 임팩트 프로젝트  창업 특강 온라인 진행,특히 올해는 신종  코로나 바이러스 감염증으로 인한  생활속 거리두기 를 준수하고자  사회혁신 창업에 성공한 대표들의 이야기를 듣고 소통하는 특히  창업특강  프로그램을 온라인으로 전환해 진행하고 있다  특히  ,0,1
304,유은혜  등교  한 번은 반드시 겪어야 뒤쳐져 있을 수 없어 ,유은혜 사회부총리 겸 교육부 장관이  차 등교 이틀째를 맞아  신종  코로나 바이러스  감염증 상황 속에서 한  신종  코로나 바이러스 감염증 코로나  유행 속 교육부의 순차등교 방침에 따라 고등학교는 지난달  일  ,1,0
305,플로이드  사후검사서  코로나  양성  부검 소견은 ,미국 내 인종차별 반대 시위를 촉발한 조지 플로이드가 사후 검사에서 신종  코로나 바이러스 감염증 코로나  양성 판정을 받았다  플로이드의 유족 측은  일 현지시간  이같은 내용이 들어간 미네소타주 헤너핀카운티  ,0,0
306,이정영 전 금왕읍지역발전협의회장   코로나  극복 성금 전달, 중부매일 서인석 기자  이정영 전  금왕읍 지역발전협의회장이  일 금왕읍 행정복지센터를 방문   코로나  극복을 위해 써달라 며 상품권  만원을 기탁했다  이 전  금왕읍지역발전협의회장은  코로나  ,1,0
307, 엄마가 준 선물 코로나  항체 갖고 태어난 신생아,사진 선전 위생건강관리위원회 웨이보 캡쳐 베이징 이데일리 신정은 특파원  중국에서  코로나  항체를 갖고 태어난 신생아가 화제가 되고 있다   일 중국 매체에 따르면  코로나  무증상 감염자로 분류됐던 한 산모가  ,1,0
308,의료폐기물 처리도  방역  의료폐기물 대응 전세계 공유,우리나라의 신종  코로나 바이러스 감염증 코로나  관련 의료폐기물 관리와 대응 경험을 전 세계에 공유한다  환경부 산하 한국환경공단은 오는  일 오후  시 분부터 인천 서구 공단 본사 국제화상회의실에서  ,0,0
309,위안화 강세 대비 경기회복주 선점  중국주식 투자 어떨까, 월 국내 투자자들로부터 가장 많은 선택을 받은 중국 주식  위는 항서제약으로  코로나 의 수혜를   코로나  수혜 항서제약 야오밍캉더 지난 한 달 간 국내 투자자들로부터 사랑 받은 중국 주식 상위 종목  ,0,0
310, 대신심 대용맹심 내어 빈틈없이 정진하라 ,한편  전국선원수좌회는  코로나  감염 예방에 동참하기 위해 경자년 하안거 결제일을 음력  월  일에서 윤달  월  일로 연기했다  이에 따라 경자년 하안거 결제는  월  일로  전국 선원에서는  여 명의 수좌가 석 달간의  ,1,1
311,안면온도 측정하는  로봇, 일 오후 서울 서초구청 입구에서 인공지능 로봇이 신종  코로나 바이러스 감염증 코로나 예방을 위해 청사 출입자들의 체온을 측정하고 있다  높이가 약   정도인  로봇은 적외선 카메라와 안면인식 기능을  ,0,0
312,전남도   국립난대수목원  유치 초석 투자협약 체결,김영록 전남도지사는  국립난대수목원 유치와 함께 블루투어 관광산업의 초석이 될 이번 호텔리조트 투자기업과 협약은  코로나 로 위축된 지역 관광산업에 활력을 불어넣을 것이다 며  전남에 투자한 것을  ,0,0
313,  올  분기에 세계 최초    글라스  선보인다,  엔리얼과 함께  글래스 온라인 앱  개발 세미나 개최  유플러스는  코로나 로 인한 언택트 시대에 맞춰 엔리얼과 함께  글래스 온라인 앱  개발 세미나를 개최한다   일 오전  시  분부터 한 시간 동안  ,1,1
314,이상민 의원  국립바이러스감염병연구소 바이러스기초연구소 각각 설립 철회해 ,최근  코로나 라는 시류를 틈타 과학기술정보통신부와 보건복지부가 자기 산하 조직 늘이는 데에만 매달리는 것처럼 보일 뿐 이라고 밝혔다  이 의원은  역량을 집중하고 관련 부처와 분야끼리 긴밀히 협업해도 부족한  ,0,0
315,  포커스  소형준 이민호 허윤동  신인 활약에 생기 넘치는  리그,신종  코로나 바이러스 감염증 코로나 으로 인한 무관중 경기와의 연관성도 흥미롭다  허구연 위원은  신인 투수들이 관중이 많은 경기장을 처음 경험하면 긴장하거나 붕 뜨기 쉽다 며  만약  만 명 이상의 관중이  ,1,0
316,서초구청 입구에 설치된 발열체크 로봇, 일 오후 서울 서초구청 입구에서 인공지능 로봇이 신종  코로나 바이러스 감염증 코로나 예방을 위해 청사 출입자들의 체온을 측정하고 있다  높이가 약   정도인  로봇은 적외선 카메라와 안면인식 기능을  ,0,0
317,일본 외무상  한국   제소에  결론은 안 나 무슨 생각일까 ,시 주석의 국빈 방일은 당초 올해  월로 예정됐다가 신종  코로나 바이러스 감염증 코로나  확산 여파로 연기됐습니다  그는 시 주석의 방일 시기에 대해  월로 예정된  주요  개국  정상회의가 먼저 오는 것은 틀림이  ,0,1
318, 양주옥정신도시 대성베르힐  전 타입 순위 내 청약마감, 코로나 의 감염 예방 및 확산 방지를 위해 사전 예약제로 운영된 견본주택은 하루 최대  팀 이하의  분양 관계자는  코로나 의 예방 및 확산 방지를 위해 견본주택을 사전 예약제로 운영했음에도 불구하고 많은  ,0,0
